start job on SBATCH:i59 size9 run517 max_process:/max_trial:1000000 Thu Jun 11 23:24:07 PDT 2020
SLURM_JOB_ID:1559920 SLURM_JOB_NAME:product SLURM_JOB_DIR:/rhome/wzeng002/Documents/GitHub/concatenation
note:[n_low=9, n_high=9, k_low=1, k_high=1 sub_mode=1], sub_mode_A:, sub_mode_B:, na_input:9, n_low:9, n_high=9, data_folder:data/random4/trial517, log_file:log/product517-size9.log status_file:log/status-product517-size9.log
start: id_Gax=100,	 id_Gax_MAX=255,	 Gax_row=1
start: id_Gax=12300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=3400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=1000,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=2500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=10500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13100,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=3200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=10600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=10900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=10800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13000,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12100,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=1800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=1300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=10700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=2300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14000,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=12200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=11600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14100,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15100,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=13600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15000,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15400,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15700,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15500,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15900,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=16000,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15600,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=15800,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=16100,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=14300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=16200,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=16300,	 id_Gax_MAX=16383,	 Gax_row=2
start: id_Gax=29100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=154600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=12900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=161600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=116600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=156400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=47900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=159900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=33000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=143200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=4400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=71700,	 id_Gax_MAX=262143,	 Gax_row=3
1/497M
start: id_Gax=55000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=152800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=8700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=78000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=145200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=40600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=141200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=106500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=109100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=65200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=51500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=84100,	 id_Gax_MAX=262143,	 Gax_row=3
2/649M
start: id_Gax=130600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=126100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=44300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=158200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=25200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=123800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=17100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=74900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=132800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=90000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=101200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=163300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=68500,	 id_Gax_MAX=262143,	 Gax_row=3
3/825M
start: id_Gax=81100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=95700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=21200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=149100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=87100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=103900,	 id_Gax_MAX=262143,	 Gax_row=3
4/977M
start: id_Gax=128400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=58500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=137100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=114200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=61900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=151000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=147200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=92900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=119100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=165000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=98500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=139200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=111700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=135000,	 id_Gax_MAX=262143,	 Gax_row=3
5/1153M
start: id_Gax=36900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=121500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=154700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=29200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=13000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=156500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=116700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=160000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=48000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=33100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=143300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=71800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=4500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=8800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=55100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=152900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=78100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=40700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=145300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=109200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=51600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=65300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=84200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=106600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=130700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=126200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=141300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=25300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=44400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=158300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=123900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=75000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=90100,	 id_Gax_MAX=262143,	 Gax_row=3
6/1785M
start: id_Gax=17200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=101300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=132900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=68600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=95800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=81200,	 id_Gax_MAX=262143,	 Gax_row=3
7/1925M
start: id_Gax=87200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=21300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=58600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=128500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=114300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=104000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=149200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=147300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=93000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=137200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=62000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=151100,	 id_Gax_MAX=262143,	 Gax_row=3
8/2119M
start: id_Gax=135100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=165100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=119200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=98600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=139300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=37000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=111800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=121600,	 id_Gax_MAX=262143,	 Gax_row=3
9/-2028M
start: id_Gax=200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=154800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=29300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=156600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=160100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=13100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=116800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=48100,	 id_Gax_MAX=262143,	 Gax_row=3
10/-1836M
start: id_Gax=33200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=163400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=143400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=71900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=8900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=55200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=4600,	 id_Gax_MAX=262143,	 Gax_row=3
11/-1695M
start: id_Gax=40800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=145400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=109300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=78200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=65400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=153000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=130800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=51700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=126300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=84300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=106700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=161700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=25400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=158400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=124000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=75100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=90200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=141400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=44500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=101400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=17300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=95900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=68700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=133000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=81300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=87300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=58700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=128600,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=114400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=21400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=104100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=93100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=147400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=149300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=151200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=137300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=62100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=135200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=37100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=121700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=98700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=139400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=119300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=165200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=111900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=29400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=154900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=156700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=160200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=13200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=116900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=48200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=33300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=72000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=143500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=9000,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=55300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=145500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=40900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=109400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=4700,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=65500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=51800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=126400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=84400,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=130900,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=78300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=153100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=25500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=158500,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=106800,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=75200,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=90300,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=124100,	 id_Gax_MAX=262143,	 Gax_row=3
start: id_Gax=161800,	 id_Gax_MAX=262143,	 Gax_row=3
